id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,price,house age,age Category,estimated cost,profit_margin
6762813054,1970-01-01 00:00:00.000042525,3,3,3590,6402,2.0,False,0,3,10,3590,0,1999,0,122019,52.8636,-114.253,3230,7305,3,69,798000,798000,27,mid-aged,538500,0.325187969924812
6762813067,1970-01-01 00:00:00.000042525,4,2,2070,13084,1.0,False,0,4,8,1700,370,1967,0,122057,52.7906,-114.412,2520,10180,3,58,795000,795000,59,old,310500,0.6094339622641509
6762813691,1970-01-01 00:00:00.000042525,4,2,3110,35235,2.0,False,0,4,9,3110,0,1983,0,122021,52.9655,-114.285,2790,35445,2,51,749950,749950,43,old,466500,0.3779585305687046
6762813704,1970-01-01 00:00:00.000042525,3,2,2670,10338,2.0,False,0,3,9,2670,0,1987,0,122030,52.8899,-114.336,2670,8866,3,73,749000,749000,39,old,400500,0.4652870493991989
6762813982,1970-01-01 00:00:00.000042525,4,2,2420,10962,1.0,False,0,3,8,1530,890,1977,0,122030,52.8518,-114.342,2620,13200,2,77,725000,725000,49,old,363000,0.4993103448275862
6762814349,1970-01-01 00:00:00.000042525,3,1,1910,4800,1.0,False,0,3,7,1080,830,1959,0,122028,52.9144,-114.522,1750,4800,1,67,700000,700000,67,very-old,286500,0.5907142857142857
6762814350,1970-01-01 00:00:00.000042525,3,2,2050,4185,2.0,False,0,3,9,2050,0,2011,0,122007,52.9222,-114.561,1150,5000,3,67,700000,700000,15,mid-aged,307500,0.5607142857142857
6762814631,1970-01-01 00:00:00.000042525,3,2,3150,219978,2.0,False,0,4,9,3000,150,1990,0,122036,52.783,-114.136,3180,218235,1,70,685000,685000,36,old,472500,0.3102189781021898
6762815193,1970-01-01 00:00:00.000042525,3,2,2680,9750,1.0,False,0,4,8,1610,1070,1979,0,122033,52.9328,-114.421,2480,8750,2,68,653000,653000,47,old,402000,0.38437978560490044
6762815379,1970-01-01 00:00:00.000042525,3,1,1290,3870,1.0,False,0,5,7,1290,0,1916,0,122054,52.8173,-114.48,2020,5850,3,73,647500,647500,110,very-old,193500,0.7011583011583011
6762815467,1970-01-01 00:00:00.000042525,3,1,2340,4206,1.0,False,0,5,7,1170,1170,1917,0,122054,52.8059,-114.478,1360,4725,1,67,640000,640000,109,very-old,351000,0.4515625
6762815659,1970-01-01 00:00:00.000042525,4,3,4610,40202,1.0,False,0,4,10,2500,2110,1980,0,122012,52.6899,-114.19,3050,41056,2,69,630000,630000,46,old,691500,-0.09761904761904762
6762815887,1970-01-01 00:00:00.000042525,4,2,2400,5350,1.5,False,0,4,7,1460,940,1929,0,122007,52.9063,-114.56,1250,4880,3,63,620000,620000,97,very-old,360000,0.41935483870967744
6762815949,1970-01-01 00:00:00.000042525,4,1,1660,3800,1.5,False,0,3,7,1660,0,1926,0,122006,52.9183,-114.504,1660,3767,1,79,619000,619000,100,very-old,249000,0.5977382875605816
6762816088,1970-01-01 00:00:00.000042525,4,1,1830,29110,2.0,False,0,3,8,1230,600,1990,0,122057,52.7749,-114.405,3630,16488,1,54,610000,610000,36,old,274500,0.55
6762816181,1970-01-01 00:00:00.000042525,4,2,1370,4000,2.0,False,0,3,9,1370,0,1951,1994,122032,52.8893,-114.584,2010,5720,3,54,605004,605004,75,very-old,205500,0.6603328242457901
6762816741,1970-01-01 00:00:00.000042525,3,2,1480,1485,2.0,False,0,3,8,1280,200,2007,0,122013,52.8676,-114.516,1470,1277,3,58,584000,584000,19,mid-aged,222000,0.6198630136986302
6762817189,1970-01-01 00:00:00.000042525,3,2,2390,9966,1.0,False,0,5,8,1360,1030,1977,0,122027,52.7733,-114.375,2140,10713,1,56,565000,565000,49,old,358500,0.3654867256637168
6762817257,1970-01-01 00:00:00.000042525,3,1,1980,6250,1.0,False,1,5,7,1090,890,1910,0,122016,52.784,-114.575,1980,6250,2,58,564000,564000,116,very-old,297000,0.4734042553191489
6762817323,1970-01-01 00:00:00.000042525,4,2,2260,3713,2.0,False,0,3,9,2260,0,2003,0,122033,52.9547,-114.355,2260,3713,1,53,560000,560000,23,mid-aged,339000,0.39464285714285713
6762817454,1970-01-01 00:00:00.000042525,4,2,2020,10720,1.0,False,0,4,8,1420,600,1976,0,122005,52.8673,-114.294,2190,10164,2,54,555000,555000,50,old,303000,0.4540540540540541
6762817582,1970-01-01 00:00:00.000042525,4,2,2700,5150,2.0,False,0,3,9,2700,0,2007,0,122015,52.7371,-114.338,3160,7620,3,73,550000,550000,19,mid-aged,405000,0.2636363636363636
6762817792,1970-01-01 00:00:00.000042525,3,2,1480,8381,1.0,False,0,4,7,1480,0,1968,0,122022,52.9378,-114.478,1710,8050,3,79,547000,547000,58,old,222000,0.5941499085923218
6762817806,1970-01-01 00:00:00.000042525,2,1,970,3400,1.0,False,0,3,7,970,0,1924,0,122061,52.8744,-114.547,1180,3600,2,61,546000,546000,102,very-old,145500,0.7335164835164835
6762817822,1970-01-01 00:00:00.000042525,3,1,1700,51649,1.5,False,0,5,6,1700,0,1931,0,122015,52.7004,-114.266,1100,39504,3,67,545000,545000,95,very-old,255000,0.5321100917431193
6762817946,1970-01-01 00:00:00.000042525,4,2,1330,8400,1.5,False,0,3,8,1330,0,1962,0,122049,52.8378,-114.359,2270,10146,3,56,540000,540000,64,very-old,199500,0.6305555555555555
6762818248,1970-01-01 00:00:00.000042525,4,2,2210,7665,2.0,False,0,4,8,2210,0,1968,0,122027,52.7724,-114.358,1960,7903,2,52,530000,530000,58,old,331500,0.3745283018867924
6762818249,1970-01-01 00:00:00.000042525,4,3,4160,35654,2.0,False,0,3,8,2760,1400,1973,0,122012,52.6983,-114.198,2500,35675,3,57,530000,530000,53,old,624000,-0.17735849056603772
6762818328,1970-01-01 00:00:00.000042525,3,2,1710,1664,2.0,False,0,5,8,1300,410,2003,0,122032,52.8756,-114.573,1470,5400,2,61,529999,529999,23,mid-aged,256500,0.5160368227109863
6762819233,1970-01-01 00:00:00.000042525,3,2,2370,12753,2.0,False,0,3,7,2370,0,2001,0,122055,52.9659,-114.174,2280,16808,1,51,499950,499950,25,mid-aged,355500,0.2889288928892889
6762819257,1970-01-01 00:00:00.000042525,3,2,2520,53143,1.5,False,0,3,7,2520,0,1988,0,122055,52.973,-114.115,2020,56628,2,68,499500,499500,38,old,378000,0.24324324324324326
6762819266,1970-01-01 00:00:00.000042525,3,3,1690,1432,2.0,False,0,3,7,1360,330,2008,0,122032,52.8813,-114.59,1650,2788,3,63,499000,499000,18,mid-aged,253500,0.49198396793587174
6762819350,1970-01-01 00:00:00.000042525,5,3,2440,4750,1.0,False,0,3,9,1450,990,2006,0,122059,52.7785,-114.492,1420,5940,3,61,495000,495000,20,mid-aged,366000,0.2606060606060606
6762819439,1970-01-01 00:00:00.000042525,4,3,2810,10840,2.0,False,2,4,8,2070,740,1994,0,122025,52.7161,-113.994,2370,11248,2,79,492000,492000,32,old,421500,0.14329268292682926
6762820248,1970-01-01 00:00:00.000042525,3,2,1480,14250,2.0,False,0,3,7,1480,0,1996,0,122010,52.8895,-114.376,1660,14250,2,57,466800,466800,30,mid-aged,222000,0.5244215938303342
6762820250,1970-01-01 00:00:00.000042525,3,1,1430,3840,1.0,False,0,3,7,950,480,1945,0,122007,52.9147,-114.571,1430,3840,3,75,466500,466500,81,very-old,214500,0.5401929260450161
6762820273,1970-01-01 00:00:00.000042525,3,2,1530,1245,2.0,False,0,3,9,1050,480,2014,0,122044,52.8318,-114.487,1530,2307,2,58,465000,465000,12,mid-aged,229500,0.5064516129032258
6762820384,1970-01-01 00:00:00.000042525,3,2,1640,29970,2.0,False,0,3,7,1640,0,1992,0,122045,52.8659,-114.164,1580,28399,3,57,463000,463000,34,old,246000,0.468682505399568
6762820591,1970-01-01 00:00:00.000042525,4,1,1670,9886,1.0,False,0,5,7,1670,0,1947,0,122022,52.9549,-114.477,2590,9997,2,75,456000,456000,79,very-old,250500,0.4506578947368421
6762820693,1970-01-01 00:00:00.000042525,4,1,2000,6032,1.0,False,2,3,7,1300,700,1959,0,122052,52.7432,-114.579,1930,6032,1,64,453500,453500,67,very-old,300000,0.33847850055126794
6762820777,1970-01-01 00:00:00.000042525,4,1,2000,4676,1.5,False,0,3,7,1250,750,1916,1986,122051,52.7829,-114.458,1140,4676,1,56,450000,450000,110,very-old,300000,0.3333333333333333
6762820943,1970-01-01 00:00:00.000042525,3,2,2170,4912,2.0,False,0,3,7,2170,0,2003,0,122058,53.0067,-114.429,2010,4395,2,58,449950,449950,23,mid-aged,325500,0.2765862873652628
6762821058,1970-01-01 00:00:00.000042525,4,2,2340,3827,2.0,False,0,3,8,2340,0,2008,0,122034,52.765,-114.538,1730,4000,3,55,445000,445000,18,mid-aged,351000,0.21123595505617979
6762821215,1970-01-01 00:00:00.000042525,3,1,1050,7500,1.0,False,0,3,6,1050,0,1900,0,122016,52.7773,-114.586,1380,7500,3,67,440000,440000,126,very-old,157500,0.6420454545454546
6762821845,1970-01-01 00:00:00.000042525,4,2,2440,15349,2.0,False,1,4,7,2440,0,1957,0,122043,52.6417,-114.523,2280,9250,2,59,425000,425000,69,very-old,366000,0.1388235294117647
6762822433,1970-01-01 00:00:00.000042525,4,2,2658,3960,2.0,False,0,3,9,2658,0,2014,0,122023,52.4903,-114.384,2578,4200,2,65,411605,411605,12,mid-aged,398700,0.03135287472212437
6762823105,1970-01-01 00:00:00.000042525,3,1,1460,22651,1.0,False,0,4,7,1460,0,1961,0,122012,52.7161,-114.22,2030,49222,1,64,395000,395000,65,very-old,219000,0.44556962025316454
6762823106,1970-01-01 00:00:00.000042525,4,3,1980,7931,1.0,False,0,4,7,1160,820,1983,0,122038,52.9813,-114.524,1910,7931,3,53,395000,395000,43,old,297000,0.2481012658227848
6762823252,1970-01-01 00:00:00.000042525,3,2,1463,868,3.0,False,0,3,7,1463,0,2003,0,122006,52.9143,-114.507,1484,4320,1,67,390000,390000,23,mid-aged,219450,0.4373076923076923
6762823442,1970-01-01 00:00:00.000042525,3,2,1330,8100,1.0,False,0,4,7,1330,0,1969,0,122033,52.9551,-114.365,1590,8100,1,53,386000,386000,57,old,199500,0.483160621761658
6762823464,1970-01-01 00:00:00.000042525,3,2,1710,11500,1.0,False,0,3,7,1210,500,1978,0,122058,52.9975,-114.457,1800,11500,2,71,385000,385000,48,old,256500,0.33376623376623377
6762823811,1970-01-01 00:00:00.000042525,4,2,2420,5773,2.0,False,0,3,8,2420,0,2005,0,122024,52.6072,-114.219,2420,6200,3,50,376000,376000,21,mid-aged,363000,0.034574468085106384
6762823834,1970-01-01 00:00:00.000042525,3,1,960,8106,1.0,False,0,3,7,960,0,1962,0,122005,52.9037,-114.346,1650,8035,2,69,375000,375000,64,very-old,144000,0.616
6762824007,1970-01-01 00:00:00.000042525,3,1,1180,12324,1.0,False,0,3,7,800,380,1981,0,122019,52.8637,-114.222,1280,11371,3,66,372500,372500,45,old,177000,0.5248322147651007
6762824524,1970-01-01 00:00:00.000042525,4,2,2390,6426,2.0,False,0,3,9,2390,0,1999,0,122023,52.4886,-114.411,2520,6700,1,79,359800,359800,27,mid-aged,358500,0.003613118399110617
6762824615,1970-01-01 00:00:00.000042525,2,1,920,4095,1.0,False,0,4,6,920,0,1914,0,122051,52.7784,-114.468,1460,4945,3,63,356000,356000,112,very-old,138000,0.6123595505617978
6762824629,1970-01-01 00:00:00.000042525,3,2,2600,5540,2.0,False,0,3,8,2600,0,2004,0,122024,52.5746,-114.231,2600,5540,2,61,355500,355500,22,mid-aged,390000,-0.0970464135021097
6762825248,1970-01-01 00:00:00.000042525,4,2,2070,4500,2.0,False,0,3,7,2070,0,2004,0,122024,52.5797,-114.216,2760,5173,3,56,343000,343000,22,mid-aged,310500,0.09475218658892129
6762825559,1970-01-01 00:00:00.000042525,4,2,2610,4781,2.0,False,0,3,8,2610,0,2009,0,122039,52.4949,-114.482,2583,4796,2,72,335000,335000,17,mid-aged,391500,-0.16865671641791044
6762825560,1970-01-01 00:00:00.000042525,3,2,1170,5360,1.0,False,0,3,6,1170,0,1919,0,122034,52.7481,-114.554,1180,7200,3,67,335000,335000,107,very-old,175500,0.4761194029850746
6762826163,1970-01-01 00:00:00.000042525,3,2,1660,3990,2.0,False,0,3,7,1660,0,2009,0,122051,52.7598,-114.458,1670,4050,3,63,324500,324500,17,mid-aged,249000,0.23266563944530047
6762826681,1970-01-01 00:00:00.000042525,4,2,2192,12128,2.0,False,0,3,8,2192,0,2006,0,122065,52.5944,-114.39,1914,4649,1,56,310000,310000,20,mid-aged,328800,-0.06064516129032258
6762827200,1970-01-01 00:00:00.000042525,4,1,1560,31299,1.0,False,0,4,7,1560,0,1965,0,122023,52.5684,-114.354,2460,44907,1,79,299950,299950,61,very-old,234000,0.21986997832972163
6762827313,1970-01-01 00:00:00.000042525,4,2,1910,5000,2.0,False,0,3,7,1910,0,2005,0,122024,52.5908,-114.226,2020,5000,3,62,297500,297500,21,mid-aged,286500,0.03697478991596639
6762827482,1970-01-01 00:00:00.000042525,5,2,2490,7666,1.0,False,0,4,7,1490,1000,1989,0,122067,52.6322,-114.361,1930,7415,2,68,292000,292000,37,old,373500,-0.2791095890410959
6762827645,1970-01-01 00:00:00.000042525,3,2,1680,8424,1.0,False,0,3,7,1680,0,1993,0,122068,52.4269,-114.201,1990,8545,3,64,289000,289000,33,old,252000,0.12802768166089964
6762828025,1970-01-01 00:00:00.000042525,3,2,1750,9750,1.0,False,0,3,7,1350,400,1961,0,122043,52.628,-114.489,1900,10125,2,73,279950,279950,65,very-old,262500,0.06233255938560457
6762828141,1970-01-01 00:00:00.000042525,4,2,2068,7242,2.0,False,0,4,7,2068,0,1976,0,122039,52.5618,-114.471,1560,7524,1,71,276000,276000,50,old,310200,-0.12391304347826088
6762828173,1970-01-01 00:00:00.000042525,3,3,1390,1080,2.0,False,0,3,7,1140,250,2006,0,122051,52.7623,-114.471,1450,1081,1,56,275000,275000,20,mid-aged,208500,0.24181818181818182
6762828387,1970-01-01 00:00:00.000042525,3,1,1890,9450,1.0,False,0,3,7,1090,800,1957,0,122052,52.7129,-114.531,1470,8100,3,69,270000,270000,69,very-old,283500,-0.05
6762828388,1970-01-01 00:00:00.000042525,3,1,1500,13500,1.0,False,0,4,7,1500,0,1968,0,122015,52.6966,-114.262,1350,13680,1,55,270000,270000,58,old,225000,0.16666666666666666
6762828500,1970-01-01 00:00:00.000042525,3,1,1690,4250,1.0,False,0,3,7,1020,670,1967,0,122063,52.7245,-114.448,1820,8865,1,53,269000,269000,59,old,253500,0.05762081784386617
6762828523,1970-01-01 00:00:00.000042525,4,2,2100,4237,2.0,False,0,3,8,2100,0,2006,0,122067,52.6201,-114.364,2100,4575,1,57,268500,268500,20,mid-aged,315000,-0.17318435754189945
6762828959,1970-01-01 00:00:00.000042525,4,2,2330,7642,1.0,False,0,3,8,1800,530,1990,0,122018,52.5246,-114.56,2320,7933,1,64,257000,257000,36,old,349500,-0.35992217898832685
6762829011,1970-01-01 00:00:00.000042525,3,2,1610,5000,2.0,False,0,3,7,1610,0,1994,0,122065,52.5957,-114.363,1680,7414,3,56,255000,255000,32,old,241500,0.052941176470588235
6762829202,1970-01-01 00:00:00.000042525,3,2,1510,10384,1.0,False,0,2,7,1030,480,1976,0,122037,52.988,-114.261,1490,10000,1,60,250000,250000,50,old,226500,0.094
6762829622,1970-01-01 00:00:00.000042525,3,1,1150,4825,1.0,False,0,4,6,1150,0,1957,0,122012,52.7621,-114.219,1760,7121,3,71,240000,240000,69,very-old,172500,0.28125
6762829762,1970-01-01 00:00:00.000042525,3,1,1130,10650,1.0,False,0,3,7,1130,0,1954,0,122070,52.6663,-114.476,1320,10650,3,51,237000,237000,72,very-old,169500,0.2848101265822785
6762830054,1970-01-01 00:00:00.000042525,2,1,1190,7408,1.0,False,0,3,6,830,360,1941,0,122056,52.7394,-114.5,1140,7408,2,70,229000,229000,85,very-old,178500,0.2205240174672489
6762830476,1970-01-01 00:00:00.000042525,2,2,1150,2064,2.0,False,0,3,7,1150,0,2004,0,122039,52.5816,-114.482,1880,2855,1,57,214100,214100,22,mid-aged,172500,0.19430172816440916
6762830539,1970-01-01 00:00:00.000042525,4,1,1920,10403,1.0,False,0,3,7,1370,550,1959,0,122018,52.5287,-114.556,1550,9619,1,67,210000,210000,67,very-old,288000,-0.37142857142857144
6762831025,1970-01-01 00:00:00.000042525,3,1,1010,7560,1.0,False,0,3,6,1010,0,1958,0,122046,52.6797,-114.366,1170,7560,2,50,189000,189000,68,very-old,151500,0.1984126984126984
6762831296,1970-01-01 00:00:00.000042525,3,1,1150,19200,1.0,False,0,4,5,1150,0,1908,0,122039,52.5056,-114.46,1290,19200,2,67,165000,165000,118,very-old,172500,-0.045454545454545456
6762810449,1970-01-01 00:00:00.000042526,4,3,4280,9583,2.0,False,0,3,11,4280,0,2005,0,122048,52.8279,-114.387,2360,10031,1,55,1600000,1600000,21,mid-aged,642000,0.59875
6762810699,1970-01-01 00:00:00.000042526,2,2,2460,16940,1.5,False,4,4,9,1930,530,1936,0,122007,52.9092,-114.594,2260,6851,2,51,1370000,1370000,90,very-old,369000,0.7306569343065693
6762810798,1970-01-01 00:00:00.000042526,4,4,4270,6002,2.0,False,3,3,10,3180,1090,2004,0,122011,52.7743,-114.184,4280,5942,2,54,1300000,1300000,22,mid-aged,640500,0.5073076923076923
6762810844,1970-01-01 00:00:00.000042526,4,3,3010,3600,2.0,False,0,3,9,2370,640,1999,0,122047,52.8641,-114.474,2650,4200,1,61,1280000,1280000,27,mid-aged,451500,0.647265625
6762811108,1970-01-01 00:00:00.000042526,3,1,2170,16600,1.0,True,2,3,10,1130,1040,1979,0,122005,52.8607,-114.278,3130,13875,2,53,1150000,1150000,47,old,325500,0.7169565217391304
6762811179,1970-01-01 00:00:00.000042526,5,2,4400,18500,1.0,False,3,5,9,2250,2150,1963,0,122058,52.9724,-114.453,3290,19257,2,69,1120000,1120000,63,very-old,660000,0.4107142857142857
6762811392,1970-01-01 00:00:00.000042526,4,3,3450,11240,2.0,False,3,4,10,2430,1020,1960,2001,122031,52.6856,-114.562,2412,19499,2,65,1040000,1040000,66,very-old,517500,0.5024038461538461
6762811668,1970-01-01 00:00:00.000042526,4,2,4150,8436,2.0,False,0,3,10,4150,0,2014,0,122020,52.8102,-114.229,4070,8438,1,56,969990,969990,12,mid-aged,622500,0.3582408066062537
6762811940,1970-01-01 00:00:00.000042526,4,2,2880,5750,1.5,False,0,5,9,1710,1170,1928,0,122009,52.8174,-114.577,1640,5750,3,70,920000,920000,98,very-old,432000,0.5304347826086957
6762812124,1970-01-01 00:00:00.000042526,4,3,3240,5562,2.0,False,0,3,10,3240,0,2013,0,122020,52.8219,-114.165,3380,5562,2,63,895000,895000,13,mid-aged,486000,0.4569832402234637
6762812229,1970-01-01 00:00:00.000042526,4,2,3010,7215,2.0,False,0,3,9,3010,0,2014,0,122010,52.9252,-114.368,3010,7215,2,55,879950,879950,12,mid-aged,451500,0.4869026649241434
6762812610,1970-01-01 00:00:00.000042526,5,2,3030,7679,2.0,False,0,3,9,3030,0,2014,0,122019,52.823,-114.247,3080,6341,1,75,837219,837219,12,mid-aged,454500,0.4571312882292447
6762812617,1970-01-01 00:00:00.000042526,2,2,2280,6815,1.0,False,0,3,8,2280,0,2002,0,122045,52.9403,-114.217,2280,6750,1,71,835000,835000,24,mid-aged,342000,0.5904191616766467
6762812896,1970-01-01 00:00:00.000042526,4,2,2230,9900,1.5,False,0,5,9,2230,0,1959,0,122049,52.8279,-114.363,2510,11041,3,64,809950,809950,67,very-old,334500,0.5870115439224644
6762812921,1970-01-01 00:00:00.000042526,5,2,4600,19831,1.0,False,3,3,9,2300,2300,1956,2015,122050,52.9908,-114.568,2890,19831,2,52,805000,805000,70,very-old,690000,0.14285714285714285
6762813752,1970-01-01 00:00:00.000042526,3,2,2670,12187,2.0,False,0,3,8,2670,0,1986,0,122005,52.8977,-114.34,2400,8999,3,80,744000,744000,40,old,400500,0.46169354838709675
6762813814,1970-01-01 00:00:00.000042526,4,3,2720,3800,2.0,False,0,5,8,1800,920,1919,0,122006,52.9056,-114.496,1940,4001,1,54,739000,739000,107,very-old,408000,0.4479025710419486
6762813847,1970-01-01 00:00:00.000042526,4,2,2820,6180,2.0,False,0,3,9,2050,770,2013,0,122051,52.7829,-114.471,1390,4635,1,51,735000,735000,13,mid-aged,423000,0.42448979591836733
6762814154,1970-01-01 00:00:00.000042526,3,2,2550,13458,2.0,False,0,3,9,2550,0,1990,0,122027,52.7886,-114.311,3180,13458,2,54,715000,715000,36,old,382500,0.46503496503496505
6762814694,1970-01-01 00:00:00.000042526,3,2,2270,23900,1.0,False,0,3,9,1820,450,1975,0,122050,52.9806,-114.562,2520,28300,3,58,680000,680000,51,old,340500,0.49926470588235294
6762815053,1970-01-01 00:00:00.000042526,3,1,1980,3300,1.5,False,0,4,7,1140,840,1926,0,122006,52.9033,-114.488,1590,5000,1,74,660000,660000,100,very-old,297000,0.55
6762815232,1970-01-01 00:00:00.000042526,4,2,2840,9354,2.0,False,0,3,10,2840,0,1990,0,122019,52.8574,-114.23,2540,10200,1,80,650000,650000,36,old,426000,0.3446153846153846
6762816285,1970-01-01 00:00:00.000042526,4,2,2560,5593,2.0,False,0,3,7,2560,0,2001,0,122045,52.9186,-114.227,2800,5890,1,56,600000,600000,25,mid-aged,384000,0.36
6762816467,1970-01-01 00:00:00.000042526,4,2,1990,2175,2.0,False,0,3,8,1680,310,2005,0,122026,52.8996,-114.561,1560,2087,2,76,595000,595000,21,mid-aged,298500,0.49831932773109244
6762816609,1970-01-01 00:00:00.000042526,4,2,2630,6326,2.0,False,0,3,9,2630,0,2008,0,122008,52.7522,-114.064,3240,6229,2,68,589500,589500,18,mid-aged,394500,0.33078880407124683
6762816673,1970-01-01 00:00:00.000042526,4,2,2430,4747,2.0,False,0,3,8,2430,0,2008,0,122012,52.7585,-114.221,1930,7200,2,65,585000,585000,18,mid-aged,364500,0.3769230769230769
6762817057,1970-01-01 00:00:00.000042526,3,2,2400,6975,2.0,False,0,3,9,2400,0,1993,0,122053,52.764,-114.369,2640,11172,1,73,570000,570000,33,old,360000,0.3684210526315789
6762817583,1970-01-01 00:00:00.000042526,3,1,1900,5000,1.5,False,0,3,7,1640,260,1926,0,122006,52.9079,-114.484,2090,5000,2,57,550000,550000,100,very-old,285000,0.4818181818181818
6762817823,1970-01-01 00:00:00.000042526,4,2,2040,6034,2.0,False,0,3,7,2040,0,1990,0,122006,52.9252,-114.513,1380,5986,3,60,545000,545000,36,old,306000,0.43853211009174314
6762818029,1970-01-01 00:00:00.000042526,3,2,3080,12476,2.0,False,0,3,10,3080,0,1990,0,122024,52.6052,-114.219,3130,13631,3,72,539500,539500,36,old,462000,0.14365152919369786
6762818033,1970-01-01 00:00:00.000042526,3,2,2260,9568,1.0,False,0,3,8,1780,480,1985,0,122019,52.8757,-114.248,2250,9744,1,71,539000,539000,41,old,339000,0.37105751391465674
6762818104,1970-01-01 00:00:00.000042526,3,1,1730,40250,2.0,False,0,4,8,1730,0,1983,0,122021,52.9799,-114.301,1730,36250,2,51,535500,535500,43,old,259500,0.5154061624649859
6762818419,1970-01-01 00:00:00.000042526,5,2,2440,8000,1.0,False,0,4,7,1240,1200,1972,0,122033,52.9583,-114.36,1780,8391,2,60,525000,525000,54,old,366000,0.3028571428571429
6762818850,1970-01-01 00:00:00.000042526,3,1,1480,7040,1.0,False,0,3,7,1480,0,1974,0,122010,52.9023,-114.359,2040,7810,1,55,510000,510000,52,old,222000,0.5647058823529412
6762818851,1970-01-01 00:00:00.000042526,4,1,1320,14250,1.0,False,0,4,7,1320,0,1954,0,122010,52.9316,-114.389,1720,14250,3,80,510000,510000,72,very-old,198000,0.611764705882353
6762819082,1970-01-01 00:00:00.000042526,4,1,1720,4011,1.5,False,0,4,7,1720,0,1904,0,122026,52.9019,-114.586,1580,3784,1,59,500000,500000,122,very-old,258000,0.484
6762819936,1970-01-01 00:00:00.000042526,2,1,890,4590,1.0,False,0,3,7,890,0,1923,0,122007,52.9201,-114.552,1310,4590,1,59,475000,475000,103,very-old,133500,0.7189473684210527
6762820099,1970-01-01 00:00:00.000042526,3,2,2030,2805,2.0,False,0,3,8,1720,310,2001,0,122012,52.7605,-114.237,1670,2898,3,69,471000,471000,25,mid-aged,304500,0.3535031847133758
6762820274,1970-01-01 00:00:00.000042526,4,2,2070,7500,2.0,False,0,4,7,2070,0,1977,0,122033,52.957,-114.407,2080,7700,3,59,465000,465000,49,old,310500,0.33225806451612905
6762820611,1970-01-01 00:00:00.000042526,4,2,1740,8449,1.0,False,0,4,7,1170,570,1958,0,122029,52.8379,-114.313,1980,11175,3,59,455000,455000,68,very-old,261000,0.42637362637362636
6762820612,1970-01-01 00:00:00.000042526,4,1,2050,94525,1.0,False,0,4,7,1250,800,1959,0,122046,52.6792,-114.274,2270,47480,2,74,455000,455000,67,very-old,307500,0.3241758241758242
6762820727,1970-01-01 00:00:00.000042526,2,1,1740,5400,1.0,False,0,4,7,990,750,1946,0,122006,52.9271,-114.472,1980,5400,2,79,452000,452000,80,very-old,261000,0.4225663716814159
6762820778,1970-01-01 00:00:00.000042526,3,2,1480,1961,2.0,False,0,3,8,1480,0,2005,0,122011,52.7778,-114.19,1400,1138,2,50,450000,450000,21,mid-aged,222000,0.5066666666666667
6762821059,1970-01-01 00:00:00.000042526,4,2,1470,8395,1.0,False,0,4,7,1470,0,1965,0,122029,52.861,-114.307,1760,7976,3,56,445000,445000,61,very-old,220500,0.5044943820224719
6762821449,1970-01-01 00:00:00.000042526,4,2,3270,50994,2.0,False,0,4,8,2720,550,1983,0,122035,52.577,-114.277,2780,36036,2,56,435000,435000,43,old,490500,-0.12758620689655173
6762821450,1970-01-01 00:00:00.000042526,2,1,1260,4080,1.5,False,0,5,7,1260,0,1926,0,122006,52.917,-114.51,1720,4080,1,74,435000,435000,100,very-old,189000,0.5655172413793104
6762821451,1970-01-01 00:00:00.000042526,3,2,980,5000,1.0,False,0,3,6,980,0,1940,0,122054,52.825,-114.498,1970,3025,2,62,435000,435000,86,very-old,147000,0.6620689655172414
6762821594,1970-01-01 00:00:00.000042526,3,1,1470,6250,1.0,False,3,4,7,1070,400,1939,0,122014,52.9694,-114.478,2630,7050,1,57,432000,432000,87,very-old,220500,0.4895833333333333
6762822277,1970-01-01 00:00:00.000042526,3,1,1910,12596,1.0,False,0,3,7,1340,570,1977,0,122021,52.9699,-114.289,1550,13310,2,70,415000,415000,49,old,286500,0.3096385542168675
6762822586,1970-01-01 00:00:00.000042526,4,2,1880,14653,2.0,False,0,3,8,1880,0,1978,0,122041,52.9259,-114.111,1750,14858,1,78,407193,407193,48,old,282000,0.307453713595273
6762822631,1970-01-01 00:00:00.000042526,2,2,1405,1073,2.0,False,0,3,8,1140,265,2007,0,122044,52.842,-114.485,1405,3000,3,79,405000,405000,19,mid-aged,210750,0.47962962962962963
6762822750,1970-01-01 00:00:00.000042526,3,2,2700,9994,1.0,False,3,4,7,1350,1350,1959,0,122043,52.627,-114.511,2470,10664,2,67,402000,402000,67,very-old,405000,-0.007462686567164179
6762823372,1970-01-01 00:00:00.000042526,2,1,1490,4080,1.0,False,0,3,7,930,560,1956,0,122064,52.7644,-114.571,1320,4080,1,50,389250,389250,70,very-old,223500,0.4258188824662813
6762823411,1970-01-01 00:00:00.000042526,3,1,1560,14333,1.0,False,0,4,7,1560,0,1953,0,122031,52.662,-114.538,1640,14333,1,50,387500,387500,73,very-old,234000,0.3961290322580645
